Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-009396,2019-03,03/02/2019 01:13,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,MOUNT PLEASANT ST / NEBRASKA A,17, , , , ,895538.7,997530.7
19-009397,2019-03,03/02/2019 01:19,Y, , ,1, ,182250,2,DRUGS-POSSESSION/COCAINE,0,BRANNON AVE / THOLOZAN AVE,14, , , , ,883410,1005369
19-009424,2019-03,03/02/2019 01:30,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",8442,N BROADWAY,74, , ,8442,BROADWAY,897472.3,1049862
19-009402,2019-03,03/02/2019 02:36,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4825,BULWER AVE,64, , , , ,904790.8,1034626
19-009403,2019-03,03/02/2019 02:38,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,N 20TH ST / HEBERT ST,63, , , , ,905373.2,1027437
19-009404,2019-03,03/02/2019 02:51,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5703,NATURAL BRIDGE AVE,50, , , , ,886070.3,1038255
19-009401,2019-03,03/02/2019 02:52,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,737,AUBERT AVE,53, , , , ,888102.7,1026573
19-009407,2019-03,03/02/2019 03:08,Y, , ,1, , 52212,6,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,8337,N BROADWAY,74, , ,8337,BROADWAY,897125.8,1048751
19-009409,2019-03,03/02/2019 04:35,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CHAIN OF ROCKS DR / RIVERVIEW,79, , , , ,899703.3,1054363
19-009411,2019-03,03/02/2019 04:45,Y, , ,1, , 23000,4,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,1300,N 10TH ST,62, ,@COCHRAN PROJECTS,1300,10TH,0,0
19-009408,2019-03,03/02/2019 04:50,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,2720,WINNEBAGO ST,19, , ,2720,WINNEBAGO,897639.8,1003253
19-009542,2019-03,03/02/2019 05:00,Y, , ,1, , 38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,4077,C D BANKS AVE,58, , ,4077,C D BANKS,894497.6,1024934
19-009410,2019-03,03/02/2019 05:19,Y, , ,1, , 52230,6,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,1447,E GRAND BLVD,66,@HUMANITRI, ,1447,GRAND,903942.1,1033608
19-009412,2019-03,03/02/2019 06:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 14TH ST / DR MARTIN LUTHER K,36, ,ALIAS N 14TH/DR MARTIN L KING, , ,906469.1,1020109
19-009440,2019-03,03/02/2019 06:33,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,GOODFELLOW BLVD / LILLIAN AVE,76, , , , ,887762.9,1044345
19-009420,2019-03,03/02/2019 07:05,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,4034,PENNSYLVANIA AVE,16, , , , ,895801.6,1001029
19-009414,2019-03,03/02/2019 07:15,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,0,S GRAND BLVD / GRAVOIS AVE,19, , , , ,893507.8,1004763
19-009413,2019-03,03/02/2019 07:27,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,5055,ARSENAL ST,13,SCHNUCKS,@SCHNUCKS - ARSENAL,550,ARSENAL,884765.6,1009623
19-009416,2019-03,03/02/2019 08:00,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1200,OLIVE ST,36, ,SIDEWALK,1200,OLIVE,0,0
19-009415,2019-03,03/02/2019 08:18,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,101,S 14TH ST,36,ENTERPRISE CENTER,ENTERPRISE CENTER,101,14TH,905518.4,1017446
19-009418,2019-03,03/02/2019 08:35,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4433,MORGANFORD RD,5, , ,4433,MORGANFORD,887296.4,1002962
19-009433,2019-03,03/02/2019 09:00,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4131,CLAY AVE,68, ,1N,4131,CLAY,899130.9,1032862
19-009581,2019-03,03/02/2019 09:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3246,S COMPTON AVE,30, ,MULTI-FAMILY APARTMENT BUILDING,3246,COMPTON,895632.9,1006278
19-009581,2019-03,03/02/2019 09:00, , , ,-1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3246,S COMPTON AVE,30, ,MULTI-FAMILY APARTMENT BUILDING,3246,COMPTON,895632.9,1006278
19-009426,2019-03,03/02/2019 09:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7854,TENNESSEE PL,1, , ,7854,TENNESSEE,886226.8,989410.4
19-009439,2019-03,03/02/2019 09:30,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,212,N 9TH ST,35, , ,212,9TH,907704.7,1017756
19-013331,2019-03,03/02/2019 09:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7854,TENNESSEE PL,1, , ,7854,TENNESSEE,886226.8,989410.4
19-009431,2019-03,03/02/2019 09:58,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2600,CHOUTEAU AVE,31, ,@QT - JEFFERSON / CHOUTEAU, , ,900507.7,1015458
19-013072,2019-03,03/02/2019 10:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,604,PINE ST,35,KIENER WEST GARAGE, ,1915,OLIVE,908422.1,1017299
19-009434,2019-03,03/02/2019 10:15,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,3700,UNION BLVD,70,PHILLPS 66, ,3700,UNION,889231.6,1036274
19-009463,2019-03,03/02/2019 11:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,5226,TENNESSEE AVE,1, ,1ST FLR,5226,TENNESSEE,891385.8,996548.8
19-009441,2019-03,03/02/2019 11:10,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4618,MICHIGAN AVE,17, , ,4618,MICHIGAN,894549.9,997395.1
19-009575,2019-03,03/02/2019 11:10,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4558,COTE BRILLIANTE AVE,56, , , , ,891883.3,1029268
19-009475,2019-03,03/02/2019 11:20,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1413,RUTGER LN,33,STREET, ,1413,RUTGER,904376.7,1013341
19-009454,2019-03,03/02/2019 11:40,Y, , ,1, ,242000,4,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,800,OLIVE ST,35, , ,800,OLIVE,907992.6,1017744
19-009444,2019-03,03/02/2019 11:45,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,401,S 14TH ST,36, ,@METROLINK - CIVIC CENTER,401,14TH,905172.7,1016526
19-009446,2019-03,03/02/2019 11:56,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5911,S BROADWAY,1, , ,5911,BROADWAY,893260.5,992645.8
19-009906,2019-03,03/02/2019 12:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,0,S 10TH ST / ANN AVE,21, , , , ,904014.1,1009689
19-009665,2019-03,03/02/2019 12:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1813,SHENANDOAH AVE,22, , ,1813,SHENANDOAH,902106.4,1009928
19-009886,2019-03,03/02/2019 12:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2906,LEMP AVE,22, , ,2906,LEMP,901091.9,1006996
19-009482,2019-03,03/02/2019 12:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2629,RAUSCHENBACH AVE,60, , ,2629,RAUSCHENBACH,904421.1,1025826
19-009685,2019-03,03/02/2019 12:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",0,S 7TH ST / LAFAYETTE AVE,20, , , , ,905864.1,1011004
19-009527,2019-03,03/02/2019 12:10,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 8TH ST / MARKET ST,35, , , , ,907795.3,1017038
19-009449,2019-03,03/02/2019 12:15,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N KINGSHIGHWAY BLVD / LEE AVE,69, , , , ,891910.8,1036791
19-009453,2019-03,03/02/2019 12:20,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,2400,S 7TH ST,20, ,STREET,2400,7TH,904326.8,1008419
19-009470,2019-03,03/02/2019 12:30,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3465,UNION BLVD,50,WENDY S,DRIVE-THRU, , ,889036.4,1035918
19-009457,2019-03,03/02/2019 12:30,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5015,ULENA AVE,5, ,SIDEWALK/STREET, , ,889427.3,998702.7
19-009458,2019-03,03/02/2019 12:45,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,2400,S 7TH,20, , , , ,0,0
19-009460,2019-03,03/02/2019 12:45,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,2400,S 7TH ST,20, , , , ,904326.8,1008419
19-009469,2019-03,03/02/2019 12:55,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3415,S GRAND BLVD,15, , ,3415,GRAND,893431.8,1005761
19-009466,2019-03,03/02/2019 13:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,5201,S GRAND BLVD,3,DOMINOES, ,5201,GRAND,891031.8,997070.8
19-010067,2019-03,03/02/2019 13:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",1730,S 8TH ST,21, ,@BAR- TWISTED RANCH,1730,8TH,905340.4,1010852
19-009652,2019-03,03/02/2019 13:00,Y, , ,1, , 61701,3,LARCENY-PICKPOCKET UNDER $500,0,S 7TH ST / RUSSELL BLVD,20, , , , ,905000.3,1009683
19-009464,2019-03,03/02/2019 13:15,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,1200,RUSSELL AVE,21, , ,1200,RUSSELL,903096.3,1010200
19-009678,2019-03,03/02/2019 13:20,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,200,S BROADWAY,35,STADIUM EAST GARAGE, , , ,908743.9,1016075
19-009678,2019-03,03/02/2019 13:20, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,200,S BROADWAY,35,STADIUM EAST GARAGE, , , ,908743.9,1016075
19-009462,2019-03,03/02/2019 13:20,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,1200,RUSSELL AVE,21, , ,1200,RUSSELL,903096.3,1010200
19-011190,2019-03,03/02/2019 13:23,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4137,MAGNOLIA AVE,27, , ,4137,MAGNOLIA,890772.1,1010652
19-009477,2019-03,03/02/2019 13:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3026,LACLEDE AVE,37,HARRIS STOWE, ,3026,LACLEDE,898759.6,1019061
19-009473,2019-03,03/02/2019 13:30,Y, , ,1, , 43012,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,0,S 8TH ST / CARROLL ST,21,EFFEN VODKA TENT, , , ,905779,1011512
19-009471,2019-03,03/02/2019 13:37,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4104,N GRAND BLVD,67, , ,4104,GRAND,901940.1,1031028
19-009745,2019-03,03/02/2019 13:45,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4095,FILLMORE ST,5, , ,4095,FILLMORE,886523,997025.8
19-009921,2019-03,03/02/2019 13:45,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5335,DELMAR BLVD,49, , ,5335,DELMAR,884570.7,1026786
19-009507,2019-03,03/02/2019 13:53,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
19-009892,2019-03,03/02/2019 13:53,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
19-009514,2019-03,03/02/2019 14:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,0,S 11TH ST / HICKORY ST,34, , , , ,905424,1013560
19-009503,2019-03,03/02/2019 14:00,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,5426,THRUSH AVE,72, , ,5426,THRUSH,892244.1,1043348
19-009490,2019-03,03/02/2019 14:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1712,S 13TH ST,33, , ,1712,13TH,903873.4,1012063
19-009491,2019-03,03/02/2019 14:10,Y, , ,1, , 44012,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",1009,RUSSELL AVE,21, , ,1009,RUSSELL,903972.3,1010108
19-009491,2019-03,03/02/2019 14:10,Y, , ,1, , 44012,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",1009,RUSSELL AVE,21, , ,1009,RUSSELL,903972.3,1010108
19-009487,2019-03,03/02/2019 14:20,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,S 8TH ST / CARROLL ST,21, , , , ,905779,1011512
19-009487,2019-03,03/02/2019 14:20,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,S 8TH ST / CARROLL ST,21, , , , ,905779,1011512
19-009478,2019-03,03/02/2019 14:20,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,800,RUSSELL AVE,21, , ,800,RUSSELL,904690.2,1009644
19-009485,2019-03,03/02/2019 14:21,Y, , ,1, , 32421,6,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,4242,N EUCLID AVE,69, ,RESIDENCE,4242,EUCLID,893217.4,1037105
19-009593,2019-03,03/02/2019 14:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2000,S 11TH ST,21, , ,2000,11TH,903668.9,1010436
19-009499,2019-03,03/02/2019 14:30,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,904,S VANDEVENTER AVE,37, ,@QT - VANDEVENTER / CHOUTEAU,904,VANDEVENTER,892624.1,1017847
19-009672,2019-03,03/02/2019 14:30,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1551,S 7TH ST,21,SOCIAL HOUSE, ,1551,7TH,905973.6,1011338
19-009484,2019-03,03/02/2019 14:30,Y, , ,1, ,178200,3,SEX OFFNS-EXPOSURE/EXPOSING PERSON,800,RUSSELL AVE,21, ,SINGLE FAMILY,800,RUSSELL,0,0
19-009483,2019-03,03/02/2019 14:55,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,800,RUSSELL AVE,21, ,MINOR IN POSS,800,RUSSELL,904690.2,1009644
19-009626,2019-03,03/02/2019 15:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1731,S BROADWAY,20, ,MARDI GRAS EVENT CORPORATE VILLAGE V,700,GEYER,905713.8,1010494
19-009626,2019-03,03/02/2019 15:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1731,S BROADWAY,20, ,MARDI GRAS EVENT CORPORATE VILLAGE V,700,GEYER,905713.8,1010494
19-009626,2019-03,03/02/2019 15:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1731,S BROADWAY,20, ,MARDI GRAS EVENT CORPORATE VILLAGE V,700,GEYER,905713.8,1010494
19-012645,2019-03,03/02/2019 15:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,3316,AUBERT AVE,55, , ,3316,AUBERT,890840,1034258
19-009534,2019-03,03/02/2019 15:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S 12TH ST / BARTON ST,21, , , , ,902752,1009005
19-009555,2019-03,03/02/2019 15:08,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1900,GEYER AVE,23, , , , ,901934.9,1011357
19-009488,2019-03,03/02/2019 15:10,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,0,ANN AVE / MENARD ST,21, , , , ,903746.8,1009786
19-009496,2019-03,03/02/2019 15:20,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6455,MANCHESTER AVE,43, , ,6455,MANCHESTER,878450.1,1015037
19-009505,2019-03,03/02/2019 15:20,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6627,S BROADWAY,1,BATES STREET MOTORS,LOCKED PARKING LOT ON EAST SIDE OF B,6627,BROADWAY,891515.9,990760.7
19-009494,2019-03,03/02/2019 15:24,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,0,S 11TH ST / ANN AVE,21, , , , ,903440.1,1009898
19-009495,2019-03,03/02/2019 15:26,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3291,S KINGSHIGHWAY BLVD,14, ,@QT - S KINGSHIGHWAY / FYLER, , ,885690.1,1007605
19-009489,2019-03,03/02/2019 15:30,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,0,S 9TH ST / RUSSELL BLVD,21, ,SOULARD/ MARDIS GRAS PARADE, , ,904486.9,1009895
19-009598,2019-03,03/02/2019 15:30,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4477,ANDERSON AVE,69, , ,4477,ANDERSON,896172.9,1035794
19-009506,2019-03,03/02/2019 15:30,Y, , ,1, ,112030,5,FRAUD-CREDIT DEVICE/ATTEMPT,3457,UNION BLVD,52, ,RAINBOW STORE,3457,UNION,888946.7,1035763
19-009504,2019-03,03/02/2019 15:36,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4514,VIRGINIA AVE,16, , ,4514,VIRGINIA,893822.1,998206.6
19-009526,2019-03,03/02/2019 15:45,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3856,MISSOURI AVE,18, , ,3635,VISTA,898894.8,1001697
19-009497,2019-03,03/02/2019 15:45,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,1100,RUSSELL AVE,21,MARDI GRAS, ,1100,RUSSELL,903265.7,1010028
19-009544,2019-03,03/02/2019 15:45,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2614,LEMP AVE,22, , , , ,901546,1008341
19-009513,2019-03,03/02/2019 15:51,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2266,BLENDON PL,43, , ,2266,BLENDON,874173.8,1013319
19-009511,2019-03,03/02/2019 15:57,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,700,PRIMM ST,1,SOUTHWEST GARDENS APARTMENTS,PARKING LOT,7877,COSTA,886501.3,989184.2
19-009515,2019-03,03/02/2019 15:58,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3512,MICHIGAN AVE,19, , ,3512,MICHIGAN,895706.1,1004632
19-009773,2019-03,03/02/2019 16:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,3821,LINDELL BLVD,77,BAR- MOOLAH THEATRE AND LOUNGE,@BAR- MOOLAH THEATRE AND LOUNGE,3821,LINDELL,894761.8,1021662
19-011660,2019-03,03/02/2019 16:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",5962,HORTON PL,48, , ,5962,HORTON,879691.8,1030042
19-009584,2019-03,03/02/2019 16:00,Y, , ,1, , 43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5582,VERA AVE,79, , ,5582,VERA,900789.5,1038394
19-009501,2019-03,03/02/2019 16:01,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,1100,RUSSELL AVE,21, , ,1100,RUSSELL,903265.7,1010028
19-009510,2019-03,03/02/2019 16:11,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,610,LAFAYETTE AVE,20, , , , ,906131.6,1010813
19-009517,2019-03,03/02/2019 16:28,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,S 8TH ST / LAFAYETTE AVE,21, , , , ,905563.6,1011218
19-009517,2019-03,03/02/2019 16:28,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,S 8TH ST / LAFAYETTE AVE,21, , , , ,905563.6,1011218
19-009616,2019-03,03/02/2019 16:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1035,GIMBLIN ST,74, , ,1035,GIMBLIN,896076.1,1048822
19-009535,2019-03,03/02/2019 16:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5025,DELMAR BLVD,51, ,@BURGER KING - DELMAR,5025,DELMAR,887509.5,1026340
19-009512,2019-03,03/02/2019 16:30,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,1040,RUSSELL AVE,21, , ,1040,RUSSELL,903541.6,1010075
19-009521,2019-03,03/02/2019 16:42,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1226,SIDNEY ST,21, , ,1226,SIDNEY,902250.9,1008388
19-009937,2019-03,03/02/2019 16:50,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,4011,BLAIR AVE,65, , ,4011,BLAIR,905065.5,1031121
19-009522,2019-03,03/02/2019 16:53,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",315,CHESTNUT ST,35, ,@HOTEL- HYATT REGENCY - REAR OF BUIL, , ,909422.4,1016993
19-009516,2019-03,03/02/2019 16:54,Y, , ,1, ,222300,3,LIQUOR LAWS-POSSESSION BY A MINOR,1000,RUSSELL AVE,21, , ,1000,RUSSELL,903990.2,1009856
19-009523,2019-03,03/02/2019 17:00,Y, , ,1, ,175500,3,SEX OFFNS-SX MISCONDUCT/FIRST,1200,RUSSELL AVE,21, ,@BAR-MCGURKS,1200,RUSSELL,0,0
19-009657,2019-03,03/02/2019 17:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,ALLEN AVE / S JEFFERSON AVE,23, , , , ,899816.4,1011897
19-009525,2019-03,03/02/2019 17:11,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / S. 12TH ST.,21, , , , ,0,0
19-009578,2019-03,03/02/2019 17:15,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,0,ARSENAL ST / S KINGSHIGHWAY BL,15, , , , ,886177,1009211
19-009536,2019-03,03/02/2019 17:20,Y, , ,1, ,115100,5,FRAUD-STEALING BY DECEIT/OVER $150,5000,DELMAR BLVD,38, , , , ,887608.1,1026071
19-009538,2019-03,03/02/2019 17:22,Y, , ,1, ,211000,3,DUI-DRVING WHILE INTOXICATED,0,S BROADWAY / LEMP AVE,18, , , , ,900549.7,1003740
19-009531,2019-03,03/02/2019 17:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2327,GRAVOIS AVE,23, , , , ,899511.5,1009424
19-009530,2019-03,03/02/2019 17:31,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4408,ALASKA AVE,16, , ,4408,ALASKA,893753.1,998898.6
19-009533,2019-03,03/02/2019 17:38,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S COMPTON AVE / PARK AVE,31, , , , ,896947.4,1014699
19-009556,2019-03,03/02/2019 17:50,Y, , ,1, , 61601,3,"LARCENY-PICKPOCKET $500-$24,999",0,LAFAYETTE AVE / S TUCKER BLVD,34, , , , ,904266.3,1012143
19-009677,2019-03,03/02/2019 18:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,601,LOCUST ST,35,7TH ST. GARAGE,4TH LEVEL SOUTHWEST CORNER,601,LOCUST,908702.8,1018251
19-009631,2019-03,03/02/2019 18:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GRAVOIS AVE / RUSSELL BLVD,21, , , , ,902500.3,1010617
19-009631,2019-03,03/02/2019 18:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GRAVOIS AVE / RUSSELL BLVD,21, , , , ,902500.3,1010617
19-009951,2019-03,03/02/2019 18:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,8450,GAST PL,74, , ,1314,GRAVOIS,896704.1,1049972
19-009627,2019-03,03/02/2019 18:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3901,SHAW BLVD,27, , ,3901,SHAW,893064.1,1013147
19-009554,2019-03,03/02/2019 18:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",806,S BROADWAY,35, , ,806,BROADWAY,908058.7,1014118
19-009562,2019-03,03/02/2019 18:30,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2211,MARKET ST,36, ,@HOTEL- PEAR TREE INN,2211,MARKET,902363.3,1018827
19-010404,2019-03,03/02/2019 18:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,700,N 4TH ST,35, , ,700,4TH,909648.2,1018655
19-009587,2019-03,03/02/2019 19:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,601,LOCUST ST,35,7TH STREET PARKING GARAGE, ,601,LOCUST,908702.8,1018251
19-009699,2019-03,03/02/2019 19:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2100,MENARD ST,21,DUKE S BAR, , , ,903863.3,1010118
19-009687,2019-03,03/02/2019 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4929,FOREST PARK AVE,38, , , , ,887784.9,1021766
