Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-015263,2019-04,04/07/2019 16:52,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4567,MCMILLAN AVE,54, , ,4569,MCMILLAN,890538.8,1027072
19-015264,2019-04,04/07/2019 16:59,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / MARCEAU ST,2, , , , ,887647.6,986138.9
19-015444,2019-04,04/07/2019 17:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,5842,WOODLAND AVE,72, , ,5842,WOODLAND,888696.6,1042956
19-017319,2019-04,04/07/2019 17:08,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,2842,BELT AVE,50, ,ALLEY,2842,BELT,886564.1,1034985
19-015279,2019-04,04/07/2019 17:30,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",7241,GRAVOIS AVE,6,MCDONALD S RESTAURANT, ,7241,GRAVOIS,879164.2,994830.9
19-015347,2019-04,04/07/2019 17:30,Y, , ,1, , 64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,9107,NORTHCREST LN,73, , ,9107,NORTHCREST,893200.9,1051607
19-015277,2019-04,04/07/2019 17:40,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2604,CHEROKEE ST,19, , , , ,898712.4,1005106
19-015268,2019-04,04/07/2019 17:55,Y, , ,1, , 36111,5,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,1300,AUBERT AVE,53,DOLLAR TREE, ,1300,AUBERT,888581.4,1029162
19-015265,2019-04,04/07/2019 18:20,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3300,WISCONSIN AVE,22, ,STREET, , ,900162.8,1005357
19-015274,2019-04,04/07/2019 18:21,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2753,CHEROKEE ST,19, , , , ,897486,1005272
19-015271,2019-04,04/07/2019 18:25,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5811,CABANNE AVE,48, , ,5811,CABANNE,881216.9,1028974
19-015272,2019-04,04/07/2019 18:30,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8101,REILLY AVE,2, , ,8101,REILLY,889006.4,986303.9
19-015433,2019-04,04/07/2019 18:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4533,AUBERT AVE,71, , ,4533,AUBERT,893219.8,1038820
19-015281,2019-04,04/07/2019 18:40,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6197,DELMAR BLVD,46, , , , ,877404.6,1027557
19-015472,2019-04,04/07/2019 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH HOSPITAL, ,4949, ,887396.8,1020150
19-015577,2019-04,04/07/2019 19:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,4666,PENROSE,0,0
19-015275,2019-04,04/07/2019 19:19,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,2919,MERAMEC ST,16, , ,2919,MERAMEC,895695.6,1000196
19-015355,2019-04,04/07/2019 19:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,421,ANTELOPE ST,74, , ,421,ANTELOPE,897800.7,1046275
19-015278,2019-04,04/07/2019 19:34,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3318,NEBRASKA AVE,30, , ,3318,NEBRASKA,896879.9,1005680
19-015284,2019-04,04/07/2019 19:35,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6955,WINONA AVE,9, , ,6955,WINONA,874233.9,1005416
19-015288,2019-04,04/07/2019 19:55,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5021,TENNESSEE AVE,16, , ,5021,TENNESSEE,891579.1,997209.9
19-015368,2019-04,04/07/2019 20:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4033,OLIVE ST,38, , ,4033,OLIVE,893656.1,1023136
19-015322,2019-04,04/07/2019 20:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3950,SCHILLER PL,5, , ,3950,SCHILLER,888472.2,998008.1
19-015567,2019-04,04/07/2019 20:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4341,MORGANFORD RD,5, , ,4341,MORGANFORD,887371.9,1003242
19-015647,2019-04,04/07/2019 20:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4394,WEST PINE BLVD,38, , ,4394,WEST PINE,890325.8,1021908
19-015327,2019-04,04/07/2019 20:00,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",6080,W FLORISSANT AVE,76, , ,6055,FLORISSANT,890681.8,1047607
19-015285,2019-04,04/07/2019 20:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3600,CHOUTEAU AVE,31, , , , ,895428.6,1016901
19-015286,2019-04,04/07/2019 20:05,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3237,S GRAND BLVD,15, , , , ,893577.8,1006688
19-015289,2019-04,04/07/2019 20:30,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4807,MINNESOTA AVE,17, , ,4807,MINNESOTA,894466.8,996150.8
19-015339,2019-04,04/07/2019 20:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4033,OLIVE ST,38, , ,4033,OLIVE,893656.1,1023136
19-015308,2019-04,04/07/2019 20:30,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,2917,HEBERT ST,59, ,HOSTESS CAKE BUILDING,2917,HEBERT,901655.1,1028612
19-015296,2019-04,04/07/2019 20:50,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,920,S GRAND BLVD,37,CAPTAIN D S,@CAPTAIN DS - S GRAND,920,GRAND,895552.6,1016968
19-019417,2019-04,04/07/2019 21:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1609,N BROADWAY,64, , ,1609,BROADWAY,909769.1,1022609
19-015434,2019-04,04/07/2019 21:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",3925,LINDELL BLVD,38, , ,3925,LINDELL,894199,1021580
19-015287,2019-04,04/07/2019 21:02,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,535,CHESTNUT ST,35, ,IN FRONT OF TGI FRIDAYS, , ,908861.5,1017013
19-015300,2019-04,04/07/2019 21:30,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3842,BLAINE AVE,29, , ,3842,BLAINE,893447.7,1014390
19-015363,2019-04,04/07/2019 21:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6226,NOTTINGHAM AVE,8, , ,6226,NOTTINGHAM,878317,1002392
19-015297,2019-04,04/07/2019 21:53,Y, , ,1, , 36111,2,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,2321,MCCAUSLAND AVE,10,FAMILY DOLLAR, ,2321,MCCAUSLAND,874571.1,1012739
19-015307,2019-04,04/07/2019 22:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 19TH ST / ANGELICA ST,65, , , , ,904729.4,1031199
19-015552,2019-04,04/07/2019 22:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4255,ST LOUIS AVE,56, ,1ST FL,4255,ST LOUIS,895850,1030085
19-015298,2019-04,04/07/2019 22:11,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4327,THOLOZAN AVE,15, , ,4327,THOLOZAN,887684.9,1005004
19-015456,2019-04,04/07/2019 22:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
19-015305,2019-04,04/07/2019 22:50,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3234,MICHIGAN AVE,30, ,IN FRONT OF RESIDENCE,3234,MICHIGAN,895980.2,1006357
19-015301,2019-04,04/07/2019 22:50,Y, , ,1, , 42014,4,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,709,BIDDLE ST,62, , ,709,BIDDLE,909174.2,1020603
19-015301,2019-04,04/07/2019 22:50,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",709,BIDDLE ST,62, , ,709,BIDDLE,909174.2,1020603
19-015306,2019-04,04/07/2019 22:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4903,GOODFELLOW BLVD,70,CONOCO GAS STATION, , , ,887456.6,1043890
19-015331,2019-04,04/07/2019 23:00,Y, , ,1, , 73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,4242,HARTFORD ST,15, , ,4242,HARTFORD,888911.3,1008549
19-015245,2019-04,04/08/2018 14:30,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1023,SPRUCE ST,35, , ,1023,SPRUCE,906589.4,1016244
19-015245,2019-04,04/08/2018 14:30, , , ,-1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1023,SPRUCE ST,35, , ,1023,SPRUCE,906589.4,1016244
19-015341,2019-04,04/08/2019 00:01,Y, , ,1, , 72130,3,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,3300,MIAMI ST,19, , ,3300,MIAMI,894815.5,1004157
19-015310,2019-04,04/08/2019 00:03,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,2037,E FAIR AVE,68, , ,2037,FAIR,900984.3,1035759
19-015309,2019-04,04/08/2019 00:11,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5111,ST LOUIS AVE,52, , , , ,889372.6,1033929
19-015311,2019-04,04/08/2019 00:19,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,CABANNE AVE / N KINGSHIGHWAY B,53, ,NORTH BOUND ON KINGSHIGHWAY AT INTER, , ,887998.2,1027881
19-015312,2019-04,04/08/2019 00:50,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1410,CHOUTEAU AVE,33, , ,1410,CHOUTEAU,904719.3,1014572
19-015316,2019-04,04/08/2019 01:20, , , ,-1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,2620,UNION BLVD,52, , ,2620,UNION,887756.1,1033362
19-015316,2019-04,04/08/2019 01:20,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,2620,UNION BLVD,52, , ,2620,UNION,887756.1,1033362
19-015314,2019-04,04/08/2019 01:25,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4225,GOODFELLOW BLVD,70, , , , ,886178.6,1040904
19-015318,2019-04,04/08/2019 01:53,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4216,BATES ST,5, , ,4216,BATES,886632.4,998316.3
19-015319,2019-04,04/08/2019 02:40,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4590,CHILDRENS PL,38,WASHNGTON UNIVERSITY, ,520,EUCLID,887148.7,1020992
19-015379,2019-04,04/08/2019 02:45,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5815,DEVONSHIRE AVE,7, , , , ,879431.8,1003361
19-015320,2019-04,04/08/2019 03:00,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,0,CLAYTON AVE / OAKLAND AVE,44,BP GAS STATION, , , ,876049.3,1019257
19-015820,2019-04,04/08/2019 04:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,915,N 9TH ST,35, , ,915,9TH,908132.8,1019896
19-015375,2019-04,04/08/2019 04:34,Y, , ,1, , 52222,4,BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED,3515,LINDELL BLVD,77, , ,3515,LINDELL,897153.4,1020914
19-015321,2019-04,04/08/2019 04:50,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3000,GRAVOIS AVE,30, , , , ,896677.8,1007608
19-015344,2019-04,04/08/2019 05:30,Y, , ,1, , 51221,6,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,5635,GOODFELLOW BLVD,76, , ,5635,GOODFELLOW,889489.6,1047688
19-015371,2019-04,04/08/2019 06:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,FRANKLIN AVE / N THERESA AVE,77, , , , ,897799.2,1022383
19-015477,2019-04,04/08/2019 06:00,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3457,DUNNICA AVE,16, , ,3457,DUNNICA,893704.7,1002850
19-015325,2019-04,04/08/2019 06:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,101,S 14TH ST,36, , ,1200,CLARK,905595.6,1017724
19-015374,2019-04,04/08/2019 07:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7700,MINNESOTA AVE,2, , ,7700,MINNESOTA,888686,988345.3
19-015482,2019-04,04/08/2019 07:40,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1442,CHAMBERS ST,63, , ,1442,CHAMBERS,907009.6,1023570
19-016340,2019-04,04/08/2019 08:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3830,WISCONSIN AVE,18, , ,3830,WISCONSIN,899600.2,1001823
19-018272,2019-04,04/08/2019 08:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3517,S GRAND BLVD,15,KENTUCKY FRIED CHICKEN, ,3517,GRAND,893342.6,1004962
19-015490,2019-04,04/08/2019 08:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CHIPPEWA ST / MERAMEC ST,5, , ,4238,OREGON,888307.8,1003860
19-015496,2019-04,04/08/2019 08:40,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,755,WALTON AVE,53, , ,755,WALTON,889399,1026618
19-015342,2019-04,04/08/2019 08:51,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2505,KEOKUK ST,18, ,SIL SEDAN NO PLT 2 B/M S, , ,898243.1,1001816
19-017397,2019-04,04/08/2019 09:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5945,NATURAL BRIDGE AVE,70, , ,5945,NATURAL BRIDGE,884884.6,1039487
19-015376,2019-04,04/08/2019 09:00,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,6557,MANCHESTER AVE,43,LIFE STORAGE SOLUTIONS LLC, ,6557,MANCHESTER,877517.5,1014733
19-015953,2019-04,04/08/2019 09:09,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,5600,THOLOZAN AVE,14, , ,5600,THOLOZAN,881476.9,1005517
19-015345,2019-04,04/08/2019 09:26,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,711,N 11TH ST,35, ,LOADING DOCK,711,11TH,907381.5,1019183
19-015365,2019-04,04/08/2019 09:30,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,6388,STRATFORD AVE,70,JOB CORPS, ,6388,STRATFORD,886701.3,1043029
19-015356,2019-04,04/08/2019 09:30,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4000,N MARKET ST,56, , , , ,896741.8,1027392
19-015365,2019-04,04/08/2019 09:30,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,6388,STRATFORD AVE,70,JOB CORPS, ,6388,STRATFORD,886701.3,1043029
19-015622,2019-04,04/08/2019 09:37,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1310,N GRAND BLVD,77, , ,1310,GRAND,898106.7,1024167
19-015353,2019-04,04/08/2019 09:53,Y, , ,1, ,178100,4,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,300,S BROADWAY,35,TUM S BUILDING,TUM S BUILDING,300,4TH,0,0
19-015359,2019-04,04/08/2019 09:53,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2766,GRAVOIS AVE,30,GARAGE, ,2766,GRAVOIS,897994.3,1008382
19-015358,2019-04,04/08/2019 09:59,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3520,PAGE BLVD,77, , ,3520,PAGE,898137.4,1024119
19-015369,2019-04,04/08/2019 10:00,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3212,JANUARY AVE,14, , ,3212,JANUARY,880766.6,1008292
19-015360,2019-04,04/08/2019 10:12,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,LAFAYETTE AVE / TOWER GROVE AV,28, , , , ,889973.1,1014254
19-015551,2019-04,04/08/2019 10:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,504,BATES ST,1,AMOCO, ,504,BATES,892637.8,994365.9
19-015413,2019-04,04/08/2019 10:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4141,S GRAND BLVD,16, , ,4141,GRAND,893353.2,1000826
19-018998,2019-04,04/08/2019 11:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,8330,N BROADWAY,74,ALEX NAVAS AUTO REPAIR, ,8800,BROADWAY,897599.8,1048898
19-015805,2019-04,04/08/2019 11:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5706,LILLIAN AVE,72, , ,5706,LILLIAN,890088.8,1042924
19-015380,2019-04,04/08/2019 11:00,Y, , ,1, , 69703,5,LARCENY-ALL OTH/FRM PRSN/UNDER $500,0,N BOYLE AVE / OLIVE ST,38, , , , ,892035.1,1023916
19-015373,2019-04,04/08/2019 11:15,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4238,FLAD AVE,27, , ,4238,FLAD,890044.6,1011962
19-016097,2019-04,04/08/2019 11:15,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,932,LOUGHBOROUGH AVE,1, ,@LOUGHBOROUGH COMMONS - LOWES,932,LOUGHBOROUGH,888524.2,991611.8
19-015382,2019-04,04/08/2019 11:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4271,LOUISIANA AVE,16, ,SIDEWALK/STREET,4271,LOUISIANA,893605.9,999712.1
19-015394,2019-04,04/08/2019 11:55,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,BARNES JEWISH HOSPITAL PLZ / S,38, , , , ,886931.8,1020171
19-015570,2019-04,04/08/2019 12:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3006,LEMP AVE,22, , ,3006,LEMP,901022.4,1006624
19-018716,2019-04,04/08/2019 12:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",6691,MANCHESTER AVE,43, ,@ SUMNER 1,6691,MANCHESTER,876602.5,1014359
19-015388,2019-04,04/08/2019 12:15,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,PENNSYLVANIA AVE / POTOMAC ST,19, , , , ,896372.2,1004787
19-015391,2019-04,04/08/2019 12:15,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5811,CABANNE AVE,48, ,APT 2W,5811,CABANNE,881216.9,1028974
19-015384,2019-04,04/08/2019 12:23,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N 9TH ST / SALISBURY ST,64, , , , ,906804.3,1030078
19-015387,2019-04,04/08/2019 12:25,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,1448,N KINGSHIGHWAY BLVD,53, ,@HOLLYWOOD BEAUTY, , ,888295.3,1030101
19-015419,2019-04,04/08/2019 12:35,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,400,S 8TH ST,35, ,@METROLINK - BUSCH STADIUM, , ,907494,1015983
19-015386,2019-04,04/08/2019 12:38,Y, , ,1, ,250000,4,LOITERING-BEGGING,421,N 8TH ST,35,MAGNOLIA,MAGNOLIA HOTEL,421,8TH,908152,1018409
19-015506,2019-04,04/08/2019 12:45,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3416,WISCONSIN AVE,18, , ,3416,WISCONSIN,900035.1,1004566
19-015397,2019-04,04/08/2019 13:00,Y, , ,1, , 72130,1,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,0,ITASKA ST / MICHIGAN AVE,17, , ,4701,MICHIGAN,894452.6,997018.4
19-015400,2019-04,04/08/2019 13:13,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / GUSTINE AVE,16, , , , ,891193.5,1003520
19-015396,2019-04,04/08/2019 13:15,Y, , ,1, , 31421,6,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4318,NATURAL BRIDGE AVE,56,O REILLY S AUTO PARTS,ON THE PARKING LOT,4318,NATURAL BRIDGE,895721.8,1032526
19-015416,2019-04,04/08/2019 13:40,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4455,DUNCAN AVE,38,BARNES REHAB CENTER, ,4455,DUNCAN,889330.6,1021002
19-015398,2019-04,04/08/2019 13:44,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,3157,SUBLETTE AVE,13, ,@SOUTH PATROL DIVISION,5500,WYOMING,882564.6,1008801
19-015841,2019-04,04/08/2019 14:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4315,S KINGSHIGHWAY BLVD,7, , ,4315,KINGSHIGHWAY,884543.5,1003666
19-016863,2019-04,04/08/2019 14:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2831,TEXAS AVE,30, ,DOWNSTAIRS,2831,TEXAS,898777.1,1008382
19-015408,2019-04,04/08/2019 14:24,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,0,MIAMI ST / OREGON AVE,19, , , , ,896928.3,1004026
19-015493,2019-04,04/08/2019 14:30,Y, , ,1, , 61701,0,LARCENY-PICKPOCKET UNDER $500,0,UNKNOWN,0, , ,3427,CALIFORNIA,0,0
19-015409,2019-04,04/08/2019 14:49,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,5249,WREN AVE,72, , ,5249,WREN,891217.1,1043721
19-016212,2019-04,04/08/2019 15:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2236,GRAVOIS AVE,22, , ,2236,GRAVOIS,899996.1,1009632
19-015422,2019-04,04/08/2019 15:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3743,DELOR ST,16,DELOR APARTMENTS,DUTCHTOWN NEIGHBORHOOD,3743,DELOR,890662.8,998194.1
19-015436,2019-04,04/08/2019 15:00,Y, , ,1, , 31311,4,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,1401,MARKET ST,36, ,PARK,1430,OLIVE,905445.4,1017860
19-015498,2019-04,04/08/2019 15:00,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4417,BINGHAM AVE,5, , ,4417,BINGHAM,886563.4,1003825
19-015446,2019-04,04/08/2019 15:25,Y, , ,1, ,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,1612,LUCAS AVE,36, , , , ,905290.7,1019635
19-017273,2019-04,04/08/2019 15:30,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4871,GREER AVE,55, , ,4871,GREER,891176.8,1033513
19-015429,2019-04,04/08/2019 15:45,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,310,N 6TH ST,35,GALLERY FURNITURE, ,310,6TH,908737.1,1017742
19-015440,2019-04,04/08/2019 15:50,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,DELOR ST / S GRAND BLVD,16, , , , ,891552.9,997605.5
19-015425,2019-04,04/08/2019 15:55,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2607,CALIFORNIA AVE,24, , ,2607,CALIFORNIA,897995.3,1009676
19-015571,2019-04,04/08/2019 16:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1003,COLE ST,62, , ,1003,COLE,907914.5,1020355
19-015598,2019-04,04/08/2019 16:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3538,HEREFORD ST,14, , ,3538,HEREFORD,884312.4,1005750
19-015476,2019-04,04/08/2019 16:20,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5201,CHIPPEWA ST,14,MO B WELL PHARMACY, ,5201,CHIPPEWA,883241,1004526
19-015448,2019-04,04/08/2019 16:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3300,MISSOURI AVE,22, , ,3400,MISSOURI,899511.1,1005455
19-015441,2019-04,04/08/2019 16:22,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,400,N 4TH ST,35, ,APT 2707,400,4TH,909726.3,1018037
19-015558,2019-04,04/08/2019 16:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,I 44 WESTBOUND / TOWER GROVE A,28, ,I 44 WB/TOWER GROVE, , ,889943.4,1014051
19-015442,2019-04,04/08/2019 16:35,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3560,SCOTT AVE,37, ,@METROLINK - GRAND,3560,SCOTT,895862.9,1018182
19-015453,2019-04,04/08/2019 17:17,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / GRATIOT ST,35, ,BROADWAY OYSTER BAR, , ,908074.1,1014297
