Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-005290,2018-02,02/02/2018 13:05,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,GLASGOW AVE / THOMAS ST,59, , , , ,900867.4,1023400
18-005288,2018-02,02/02/2018 13:10,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3812,S SPRING AVE,16,PALIC AUTO SERVICE,VEHICLE PARKED IN REAR,3812,SPRING,892179.2,1003172
18-005291,2018-02,02/02/2018 13:18,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,ROWAN AVE / WELLS AVE,78, , , , ,882358.3,1033541
18-005296,2018-02,02/02/2018 13:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1,DR MARTIN LUTHER KING DR,35, , , , ,910435.8,1019065
18-005295,2018-02,02/02/2018 13:40,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,310,N 15TH ST,36, , ,310,15TH,905455.4,1018670
18-005398,2018-02,02/02/2018 14:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3837,ST FERDINAND AVE,59, , ,3837,ST FERDINAND,897861.9,1027160
18-005347,2018-02,02/02/2018 14:30,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4512,RED BUD AVE,68, ,1ST FL,4512,RED BUD,898967.1,1035120
18-005306,2018-02,02/02/2018 14:50,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,1005,SWITZER AVE,74, , ,1005,SWITZER,896247.1,1046964
18-005312,2018-02,02/02/2018 14:52,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4376,MARYLAND AVE,38, ,APT A5,4376,MARYLAND,890528.2,1023101
18-005348,2018-02,02/02/2018 14:52,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",3972,ENRIGHT AVE,58, , ,3972,ENRIGHT,894576.9,1023820
18-006089,2018-02,02/02/2018 15:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4631,VIRGINIA AVE,16, , ,4631,VIRGINIA,893444.9,997476.9
18-005313,2018-02,02/02/2018 15:00,Y, , ,1, , 92000,1,SIMPLE ASSAULT-HARRASSMENT,4631,VIRGINIA AVE,16, , ,4631,VIRGINIA,893444.9,997476.9
18-005324,2018-02,02/02/2018 15:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6741,MANCHESTER AVE,43,JOE K, ,6741,MANCHESTER,876086,1014031
18-005446,2018-02,02/02/2018 15:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4493,LEE AVE,69, , ,4493,LEE,895547.1,1035157
18-005302,2018-02,02/02/2018 15:00,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,0,GREER AVE / NORWOOD AVE,52, , , , ,889788.8,1034387
18-005428,2018-02,02/02/2018 15:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3451,OREGON AVE,19, , ,3451,OREGON,896864.6,1004719
18-005324,2018-02,02/02/2018 15:00, , , ,-1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6741,MANCHESTER AVE,43,JOE K, ,6741,MANCHESTER,876086,1014031
18-005311,2018-02,02/02/2018 15:30,Y, , ,1, , 43023,5,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE,0,MARCUS AVE / MCMILLAN AVE,54, , , , ,890173.3,1027017
18-005424,2018-02,02/02/2018 15:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4063,WESTMINSTER PL,38, , ,4063,WESTMINSTER,893509,1022787
18-005315,2018-02,02/02/2018 15:40,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,7600,HALL ST,79, ,@WORKHOUSE,7600,HALL,899461.2,1045874
18-005305,2018-02,02/02/2018 15:54,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3732,KEOKUK ST,16, , ,3732,KEOKUK,892108.6,1002457
18-005326,2018-02,02/02/2018 16:00,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1100,SAINT ANGE AVE,33, , ,1441,PEABODY,904320.1,1014165
18-005316,2018-02,02/02/2018 16:13,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,NORWOOD AVE / SAINT LOUIS AVE,52, ,ALIAS NORWOOD AVE/ST LOUIS AVE CITY, , ,889462.4,1033764
18-007273,2018-02,02/02/2018 16:21,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4766,DAHLIA AVE,6, , ,4766,DAHLIA,883609.8,1000147
18-005327,2018-02,02/02/2018 16:30,Y, , ,1, , 42011,5,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,6125,DR MARTIN LUTHER KING DR,50, ,PARKING LOT,6125,DR MARTIN LUTHER KING,881310.1,1034892
18-005318,2018-02,02/02/2018 16:45,Y, , ,1, , 71040,2,AUTO THEFT-PERM RETNT/ATTEMPT,4046,SHAW AVE,27, , ,4046,SHAW,891721.1,1013157
18-005353,2018-02,02/02/2018 16:50,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4900,OAKLAND AVE,41,SCIENCE CENTER, ,4900,OAKLAND,882152.9,1018203
18-005323,2018-02,02/02/2018 16:52,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,8859,PORTLAND TER,74, , ,8859,PORTLAND,897459.1,1053120
18-005323,2018-02,02/02/2018 16:52,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,8859,PORTLAND TER,74, , ,8859,PORTLAND,897459.1,1053120
18-005328,2018-02,02/02/2018 16:55,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,3431,UNION BLVD,50,SCHNUCKS, ,3431,UNION,888884.8,1036000
18-005694,2018-02,02/02/2018 17:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1817,LYNCH ST,22, , ,1817,LYNCH,901382.8,1007874
18-005465,2018-02,02/02/2018 17:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4220,GANNETT ST,5,ROESCH ALUMINUM PRODUCTS,ROESCH,4220,GANNETT,887137.6,1001332
18-005329,2018-02,02/02/2018 17:15,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4978,CHIPPEWA ST,7, ,APT 1E,4978,CHIPPEWA,884179.6,1004185
18-005404,2018-02,02/02/2018 17:15,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,0,N KINGSHIGHWAY BLVD / WASHINGT,38, , , , ,887721.4,1025815
18-005325,2018-02,02/02/2018 17:25,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2321,N 14TH ST,63, , ,2321,14TH,906973.9,1024865
18-005417,2018-02,02/02/2018 17:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3538,HEREFORD ST,14, , ,2801,CLARK,884312.4,1005750
18-005351,2018-02,02/02/2018 17:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2313,MINNESOTA AVE,25, , ,2313,MINNESOTA,896964.8,1010702
18-005339,2018-02,02/02/2018 17:54,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2304,CHEROKEE ST,18, , ,2304,CHEROKEE,898950.4,1004852
18-005337,2018-02,02/02/2018 18:00,Y, , ,1, , 41026,4,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,3220,BARRETT ST,67, , ,3220,BARRETT,901780.8,1029938
18-005363,2018-02,02/02/2018 18:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5861,HIGHLAND AVE,50, , ,5861,HIGHLAND,883418,1035449
18-005441,2018-02,02/02/2018 18:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 6TH ST / CONVENTION PZ,35, , , , ,909089.5,1019027
18-005531,2018-02,02/02/2018 18:10,Y, , ,1, , 92000,1,SIMPLE ASSAULT-HARRASSMENT,7350,GRAVOIS AVE,4, ,@STEAK N SHAKE - GRAVOIS AND HAMPTON,7350,GRAVOIS,878976.8,994164.6
18-005358,2018-02,02/02/2018 18:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1360,MARKET ST,36, , , , ,906011.6,1017603
18-005370,2018-02,02/02/2018 18:30,Y, , ,1, , 51222,4,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,500,N GRAND BLVD,77, ,APT 208,500,GRAND,896832.8,1021360
18-005335,2018-02,02/02/2018 18:40,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1101,N 6TH ST,62,NEAR DOME PARKING LOT, , , ,909393.2,1020117
18-005334,2018-02,02/02/2018 18:55,Y, , ,1, ,250000,4,LOITERING-BEGGING,315,N 9TH ST,35,CULINARIA,CULINARIA,315,9TH,907779.2,1018012
18-005338,2018-02,02/02/2018 19:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1513,N 13TH ST,60, ,CROWN MOBLIE MARKET, , ,907625.4,1022548
18-005340,2018-02,02/02/2018 19:37,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,301,S 4TH ST,35,TUMS BUILDING, , , ,908625.1,1015638
18-005400,2018-02,02/02/2018 20:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1627,COLE ST,61, , ,1627,COLE,905664.1,1021110
18-005469,2018-02,02/02/2018 20:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4206,DELMAR BLVD,38, , ,4206,DELMAR,892781.8,1024365
18-005635,2018-02,02/02/2018 20:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",1355,GRANVILLE PL,78, , ,1355,GRANVILLE,884098.1,1031118
18-005349,2018-02,02/02/2018 20:10,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1000,BATES ST,1, , ,1015,BATES,890853.1,995563.1
18-005355,2018-02,02/02/2018 20:29,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,0,N KINGSHIGHWAY BLVD / WARWICK,55, ,TAN MERCEDEZ   KL8U2U, , ,888672.3,1030979
18-005456,2018-02,02/02/2018 20:48,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7212,PENNSYLVANIA AVE,1, , ,7212,PENNSYLVANIA,890065.3,989363.3
18-005357,2018-02,02/02/2018 21:00,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5427,CLAXTON AVE,71, , ,5427,CLAXTON,893868.4,1041946
18-005362,2018-02,02/02/2018 21:00,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4116,W CARTER AVE,68, , ,4116,CARTER,898878.8,1034279
18-005362,2018-02,02/02/2018 21:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4116,W CARTER AVE,68, , ,4116,CARTER,898878.8,1034279
18-005356,2018-02,02/02/2018 21:15,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4557,DR MARTIN LUTHER KING DR,56, , ,4557,DR MARTIN LUTHER KING,891679.1,1028851
18-005679,2018-02,02/02/2018 21:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3648,HEBERT ST,59, , , , ,900185.9,1029179
18-005463,2018-02,02/02/2018 21:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,3940,WESTMINSTER PL,38, , ,3940,WESTMINSTER,894086.1,1022162
18-005365,2018-02,02/02/2018 21:35,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1611,HODIAMONT AVE,50, , ,1611,HODIAMONT,881618.4,1035236
18-005394,2018-02,02/02/2018 22:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3751,COTTAGE AVE,59, , ,3751,COTTAGE,898410.3,1027216
18-005360,2018-02,02/02/2018 22:05,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5400,PARTRIDGE AVE,72,SHARK & DELI, ,5274,GILMORE,890876.6,1044974
18-005390,2018-02,02/02/2018 22:39,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,999,N 2ND ST,35,LUMIERE PLACE,@LUMIERE CASINO EMPLOYEE PARKING LOT,999,2ND,910439.8,1019433
18-006000,2018-02,02/02/2018 23:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 22ND ST / BREMEN AVE,65, , , , ,903790.1,1029744
18-005372,2018-02,02/02/2018 23:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2908,ARLINGTON AVE,50, , ,2142,68TH,887488.6,1035035
18-005366,2018-02,02/02/2018 23:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,401,CHOUTEAU AVE,35, , , , ,907893.3,1013738
18-005412,2018-02,02/02/2018 23:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5660,KINGSBURY AVE,47, , ,5660,KINGSBURY,882042.7,1025999
18-005382,2018-02,02/02/2018 23:25,Y, , ,1, , 10000,5,HOMICIDE,5084,DR MARTIN LUTHER KING DR,51,THE OTHER PLACE LOUNGE, ,5100,DR MARTIN LUTHER KING,887444.4,1030650
18-005697,2018-02,02/02/2018 23:27,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5078,DR MARTIN LUTHER KING DR,51, , ,5078,DR MARTIN LUTHER KING,887491.9,1030628
18-005369,2018-02,02/02/2018 23:30,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7413,MICHIGAN AVE,2, , ,7413,MICHIGAN,888911.5,989442.2
18-005373,2018-02,02/03/2018 00:01,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,4647,DR MARTIN LUTHER KING DR,56, , , , ,890698.1,1029388
18-005379,2018-02,02/03/2018 00:01,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 25TH ST / BREMEN AVE,65, , ,1223,BRISTOL,903269.3,1029563
18-005376,2018-02,02/03/2018 01:25,Y, , ,1, , 38311,4,ROBBERY CARJACKING /OTHR WEPN USED/SUCCESSFUL,3000,OLIVE ST,37, , , , ,899928.9,1020016
18-005378,2018-02,02/03/2018 01:28,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5803,DEVONSHIRE AVE,7, , ,5800,DEVONSHIRE,879663.6,1003269
18-005375,2018-02,02/03/2018 01:30,Y, , ,1, ,211000,2,DUI-DRVING WHILE INTOXICATED,5756,PERNOD AVE,14, , ,5756,PERNOD,879970.4,1006024
18-005384,2018-02,02/03/2018 01:31,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,900,S TUCKER BLVD,34, , , , ,905532,1014351
18-005386,2018-02,02/03/2018 01:48,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,S KINGSHIGHWAY BLVD / MANCHEST,39, , ,1591,NEWSTEAD,887364.3,1016804
18-005381,2018-02,02/03/2018 01:53,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,6149,LAURA AVE,76, , ,6149,LAURA,888240.4,1044518
18-005380,2018-02,02/03/2018 02:08,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,2166,HAMPTON AVE,12,@QUIK TRIP, ,2166,HAMPTON,881175.8,1013045
18-005385,2018-02,02/03/2018 02:27,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,315,S 14TH ST,36, ,SCOTRADE CENTER, , ,905366,1016898
18-005383,2018-02,02/03/2018 02:30,Y, , ,1, , 42013,3,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,2754,CHIPPEWA ST,16,GOOSEBERRIES,RESTAURANT,2754,CHIPPEWA,897014.3,1002475
18-005447,2018-02,02/03/2018 03:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4228,WESTMINSTER PL,38, , ,4228,WESTMINSTER,892164.3,1023292
18-005388,2018-02,02/03/2018 03:08,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4228,BECK AVE,15, ,BASEMENT,4228,BECK,888321.9,1004237
18-005389,2018-02,02/03/2018 03:47,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1305,N 7TH ST,62, ,BACK PARKING LOT,1305,7TH,909288.7,1021030
18-005450,2018-02,02/03/2018 04:23,Y, , ,1, , 51212,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,4957,MCPHERSON AVE,38, ,STORAGE AREA,4957,MCPHERSON,887685.5,1025547
18-005395,2018-02,02/03/2018 08:54,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4006,LINDELL BLVD,38, ,@MCDONALDS - LINDELL,4006,LINDELL,893414.3,1021641
18-006161,2018-02,02/03/2018 09:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6273,GRAVOIS AVE,6, , ,6273,GRAVOIS,882981.2,997999.7
18-005667,2018-02,02/03/2018 09:00,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,4200,MINNESOTA AVE,36, , ,1900,OLIVE,0,0
18-005403,2018-02,02/03/2018 09:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4131,CLAY AVE,68, , ,4131,CLAY,899130.9,1032862
18-007410,2018-02,02/03/2018 09:35,Y, , ,1, ,112010,1,FRAUD-CREDIT DEVICE/OVER $150,4431,S BROADWAY,17, , ,4431,BROADWAY,896140.2,998442.3
18-005402,2018-02,02/03/2018 09:55,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,4553,S BROADWAY,17, , , , ,896054.1,997504.6
18-005405,2018-02,02/03/2018 10:16,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3150,S GRAND BLVD,25, , , , ,893905,1007810
18-005490,2018-02,02/03/2018 10:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4171,LINDELL BLVD,38, , , , ,892104.8,1022153
18-005426,2018-02,02/03/2018 11:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1201,COLE ST,35, ,PARKING LOT, , ,907212.4,1020338
18-005434,2018-02,02/03/2018 11:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,3415,ITASKA ST,16, , ,3415,ITASKA,892992.6,997513.1
18-005411,2018-02,02/03/2018 11:26,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,3600,S GRAND BLVD,19, , , , ,893478.8,1004352
18-005425,2018-02,02/03/2018 11:45,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,198,N KINGSHIGHWAY BLVD,38, , ,919,JEFFERSON,887401.9,1023459
18-005419,2018-02,02/03/2018 11:50,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,4314,N GRAND BLVD,67, ,PARKING LOT, , ,902522.3,1032298
18-006124,2018-02,02/03/2018 12:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,LOCUST ST / N TUCKER BLVD,35, , , , ,906723.3,1018621
18-005449,2018-02,02/03/2018 12:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1,GOVERNMENT DR,82, ,@ZOO,1,GOVERNMENT,880639.5,1020186
18-005453,2018-02,02/03/2018 12:00,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2057,E DE SOTO AVE,66, , , , ,902220.4,1034225
18-005873,2018-02,02/03/2018 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3761,EILER ST,3, , , , ,889690.1,997310.3
18-005691,2018-02,02/03/2018 12:00,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,1012,LOUGHBOROUGH AVE,1, , ,1012,LOUGHBOROUGH,888312.1,991745
18-005421,2018-02,02/03/2018 12:00,Y, , ,1, , 41016,3,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3215,GRAVOIS AVE,25, , ,3215,GRAVOIS,895402.4,1006727
18-008059,2018-02,02/03/2018 12:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1012,LOUGHBOROUGH AVE,1,CROWN VISION, ,1012,LOUGHBOROUGH,888312.1,991745
18-006939,2018-02,02/03/2018 12:00,Y, , ,1, ,111110,1,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,4302,MICHIGAN AVE,17, , ,4302,MICHIGAN,894896.5,999514.5
18-005439,2018-02,02/03/2018 12:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",700,N 14TH ST,36, , , , ,906073.7,1019412
18-005420,2018-02,02/03/2018 12:40,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1100,WASHINGTON AVE,35, ,STREET/SIDEWALK,1100,WASHINGTON,907252.9,1018795
18-005422,2018-02,02/03/2018 12:46,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2501,N GRAND BLVD,59, , , , ,899203.5,1026682
18-005824,2018-02,02/03/2018 13:03,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5658,LOTUS AVE,50, , ,5658,LOTUS,884237.9,1034062
18-005423,2018-02,02/03/2018 13:08,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,MANCHESTER AVE / TOWER GROVE A,39, , , , ,889643,1017196
18-005701,2018-02,02/03/2018 13:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4200,N 2ND ST,64, , ,200,PENROSE,906311.2,1032903
18-005429,2018-02,02/03/2018 13:35,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1400,CLARK AVE,36, , , , ,905366,1016898
18-005458,2018-02,02/03/2018 14:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3501,SAMUEL SHEPARD DR,77, , , , ,897628.5,1021767
18-005457,2018-02,02/03/2018 14:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7603,VIRGINIA AVE,2, , ,7603,VIRGINIA,888205.2,989180.8
18-005460,2018-02,02/03/2018 14:00,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,6571,GOVERNMENT DR,82, , ,6571,GOVERNMENT,878221.6,1021084
18-005853,2018-02,02/03/2018 14:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,3227,N TAYLOR AVE,56, , ,3227,TAYLOR,894078.9,1032514
18-005437,2018-02,02/03/2018 14:30,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1212,WRIGHT ST,63, , ,1221,SULLIVAN,906989.9,1026560
18-005440,2018-02,02/03/2018 14:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,CLAYTON AVE / S SKINKER BLVD,44, , , , ,876049.3,1019257
18-005442,2018-02,02/03/2018 14:40,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,3431,UNION BLVD,50, ,@SCHNUCKS - CITY PLAZA ON UNION,3431,UNION,888884.8,1036000
18-005438,2018-02,02/03/2018 14:56,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2129,E ADELAIDE AVE,68, ,APT A,2129,ADELAIDE,900531.4,1035013
18-005646,2018-02,02/03/2018 15:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 10TH ST / CASS AVE,62, , , , ,908571,1022181
18-005692,2018-02,02/03/2018 15:17,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4922,PAGE BLVD,53, , ,4922,PAGE,888697.2,1029029
18-005451,2018-02,02/03/2018 15:22,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,236,N EUCLID AVE,38,WHISKEY HOUSE, ,236,EUCLID,888300.7,1023347
18-005451,2018-02,02/03/2018 15:22,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,236,N EUCLID AVE,38,WHISKEY HOUSE, ,236,EUCLID,888300.7,1023347
18-005548,2018-02,02/03/2018 15:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",14,MARYLAND PLZ,38,BAR LOUIE, ,14,MARYLAND,888340.1,1023682
18-005455,2018-02,02/03/2018 15:42,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,6042,CLEMENS AVE,48, , ,6042,CLEMENS,878911.3,1028131
18-005452,2018-02,02/03/2018 16:12,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5500,MINNESOTA AVE,1, , , , ,893516.3,993964.1
18-005483,2018-02,02/03/2018 17:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,3100,LOCUST ST,37, , , , ,899145.8,1020511
18-005559,2018-02,02/03/2018 17:00,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5582,ERA AVE,76, , ,5582,ERA,890075.8,1047148
18-005462,2018-02,02/03/2018 17:16,Y, , ,1, ,182260,3,DRUGS-POSSESSION/METHAMPHETAMINE,3207,MERAMEC ST,16, ,@SOUTHERN COMMERCIAL BANK,3214,MERAMEC,894492.8,1000386
18-005467,2018-02,02/03/2018 17:20,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5215,THEKLA AVE,71, ,1ST FLOOR,5215,THEKLA,893382.3,1040547
18-005536,2018-02,02/03/2018 17:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3535,ROGER PL,15, , ,3535,ROGER,890466.8,1005087
18-005466,2018-02,02/03/2018 17:40,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHRISTY AVE / GRAVOIS AVE,5, , , , ,884470.1,998937.2
