Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-052574,2018-11,11/03/2018 21:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 2ND ST / BIDDLE ST,64, , , ,MOUND,910583.9,1020342
18-053024,2018-11,11/03/2018 21:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4628,PENROSE ST,69, , ,4628,PENROSE,894918.8,1035603
18-052574,2018-11,11/03/2018 21:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 2ND ST / BIDDLE ST,64, , , ,MOUND,910583.9,1020342
18-052574,2018-11,11/03/2018 21:00,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,N 2ND ST / BIDDLE ST,64, , , ,MOUND,910583.9,1020342
18-052574,2018-11,11/03/2018 21:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 2ND ST / BIDDLE ST,64, , , ,MOUND,910583.9,1020342
18-052569,2018-11,11/03/2018 21:05,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1424,CHOUTEAU AVE,33, , ,1410,CHOUTEAU,904497.5,1014632
18-052571,2018-11,11/03/2018 21:15,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,5550,S GRAND BLVD,1,WALGREENS, ,5550,GRAND,890701.1,995885.1
18-052572,2018-11,11/03/2018 21:18,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1732,N 20TH ST,60, , ,1732,20TH,904639.2,1024058
18-052568,2018-11,11/03/2018 21:18,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2350,S GRAND BLVD,25, ,@STARBUCKS,2350,GRAND,894285.6,1010434
18-052673,2018-11,11/03/2018 21:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4649,MAGNOLIA AVE,13, , ,4649,MAGNOLIA,886673.3,1011016
18-052576,2018-11,11/03/2018 21:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5979,WELLS AVE,78, , ,5979,WELLS,881495.5,1034312
18-052579,2018-11,11/03/2018 21:45,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6161,DELMAR BLVD,46, ,PAGEANT EVENT CENTER,6161,DELMAR,877404.6,1027557
18-052576,2018-11,11/03/2018 21:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5979,WELLS AVE,78, , ,5979,WELLS,881495.5,1034312
18-052576,2018-11,11/03/2018 21:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5979,WELLS AVE,78, , ,5979,WELLS,881495.5,1034312
18-052770,2018-11,11/03/2018 22:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3500,N GRAND BLVD,59,ZODIAC BAR, ,3500,GRAND,900818.6,1029033
18-052618,2018-11,11/03/2018 22:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,2118,CLEVELAND PL,13, , ,2118,CLEVELAND,887758.8,1012222
18-052677,2018-11,11/03/2018 22:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,5336,QUINCY ST,6, , ,5336,QUINCY,879784.5,997317.3
18-052694,2018-11,11/03/2018 22:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1200,LYNCH ST,21, , ,1,IKEA,902145.8,1007651
18-053449,2018-11,11/03/2018 22:30,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,8125,MICHIGAN AVE,2, , ,8125,MICHIGAN,887214.7,987638.4
18-052838,2018-11,11/03/2018 22:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5435,DR MARTIN LUTHER KING DR,50, , ,5435,DR MARTIN LUTHER KING,885431.6,1032229
18-052607,2018-11,11/03/2018 22:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1922,OHIO AVE,24, , ,1922,OHIO,899182.3,1012010
18-052631,2018-11,11/03/2018 23:00,Y, , ,1, , 72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4905,DAVISON AVE,72, , ,4905,DAVISON,890413.1,1041115
18-052583,2018-11,11/03/2018 23:20,Y, , ,1, ,103000,3,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,1815,ARSENAL ST,22, ,PARKING LOT, , ,901015.9,1006406
18-052900,2018-11,11/03/2018 23:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5127,WATERMAN BLVD,38, , ,5127,WATERMAN,886280.5,1025246
18-052580,2018-11,11/03/2018 23:40,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1226,OLIVE ST,36, ,APT 902,1226,OLIVE,906266,1018212
18-052577,2018-11,11/03/2018 23:44,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,0,N FLORISSANT AVE / MADISON ST,60, , , , ,906643.6,1023898
18-052595,2018-11,11/03/2018 23:45,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",6161,DELMAR BLVD,46, , , , ,877404.6,1027557
18-053008,2018-11,11/04/2018 00:01,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,205,N 9TH ST,35,MARK TWAIN HOTEL, , , ,907619.9,1017799
18-053272,2018-11,11/04/2018 00:01,Y, , ,1, , 52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5614,S GRAND BLVD,1, ,STORE,5614,GRAND,890383.1,995729.9
18-052681,2018-11,11/04/2018 00:01,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1903,PESTALOZZI ST,22,VENICE CAFE, ,1903,PESTALOZZI,900942.1,1007217
18-052601,2018-11,11/04/2018 00:15,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 18TH ST / LOCUST ST,36, , , , ,904349,1019304
18-052620,2018-11,11/04/2018 00:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5059,HARNEY AVE,71, , ,5059,HARNEY,894429,1040728
18-052585,2018-11,11/04/2018 00:19,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3558,NEBRASKA AVE,19, , , , ,896609.1,1004019
18-052599,2018-11,11/04/2018 00:40,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,S KINGSHIGHWAY BLVD / RAMP,39, , , , ,886950,1014155
18-052643,2018-11,11/04/2018 01:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1115,HAMPTON AVE,42,MIKE TALAYNAS JUKEBOX RESTURANT, ,1115,HAMPTON,880910,1018021
18-052946,2018-11,11/04/2018 01:00,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3720,LACLEDE AVE,37, , ,3720,LACLEDE,894906.8,1020188
18-052825,2018-11,11/04/2018 01:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1000,CLARK AVE,35,TIN ROOF, ,1000,CLARK,906803,1016334
18-052672,2018-11,11/04/2018 01:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3442,POTOMAC ST,19, , ,3442,POTOMAC,894158.3,1004922
18-052714,2018-11,11/04/2018 01:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,10788,LOOKAWAY DR,75, , ,10788,LOOKAWAY,910124.6,1067250
18-056183,2018-11,11/04/2018 01:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,10788,LOOKAWAY DR,75, , ,10788,LOOKAWAY,910124.6,1067250
18-052602,2018-11,11/04/2018 01:00,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3749,GRAVOIS AVE,15,VINA COFFEE SHOP, ,3849,GRAVOIS,892151.8,1004519
18-052593,2018-11,11/04/2018 01:15,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1401,LUCAS AVE,36, ,PARKING LOT, , ,906137.9,1019528
18-052657,2018-11,11/04/2018 01:20,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2243,THURMAN AVE,27, , ,2243,THURMAN,891187.8,1011505
18-052591,2018-11,11/04/2018 01:25,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,1500,OLIVE ST,36, ,REAR PARKING LOT,1500,OLIVE,905442.8,1018627
18-052603,2018-11,11/04/2018 01:25,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1400,SHAWMUT PL,78, , ,1400,SHAWMUT,883013.4,1032520
18-052629,2018-11,11/04/2018 01:30,Y, , ,1, , 51212,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,5740,CABANNE AVE,48, ,APT 20,5740,CABANNE,881387.9,1028684
18-052594,2018-11,11/04/2018 01:35,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,0,MEMORIAL DR / WASHINGTON AVE,35, , , , ,909836.6,1018269
18-052592,2018-11,11/04/2018 01:40,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5614,S GRAND BLVD,1,BELLES AND BEAUS, ,5614,GRAND,890383.1,995729.9
18-052606,2018-11,11/04/2018 01:45,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,300,S 18TH ST,36, ,@METROLINK - UNION STATION,300,18TH,903924.3,1017158
18-052606,2018-11,11/04/2018 01:45, , , ,-1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,300,S 18TH ST,36, ,@METROLINK - UNION STATION,300,18TH,903924.3,1017158
18-052608,2018-11,11/04/2018 01:57,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,CARDINAL AVE / LOCUST ST,37, ,STREET, , ,899205,1020595
18-052616,2018-11,11/04/2018 02:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,999,N 2ND ST,35, ,@HOTEL- FOUR SEASONS,999,2ND,910439.8,1019433
18-052625,2018-11,11/04/2018 02:30,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,7113,TRAINOR PL,4, , ,7113,TRAINOR,885699.1,992966.1
18-052613,2018-11,11/04/2018 03:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 14TH ST / CASS AVE,61, , , , ,906983.3,1022605
18-052612,2018-11,11/04/2018 03:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,EDELLE / GOODFELLOW BLVD,70, , , , ,885924.9,1039970
18-052610,2018-11,11/04/2018 03:32,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,CLARK AVE / I 64 WESTBOUND,36, , , , ,905766.6,1016786
18-052619,2018-11,11/04/2018 04:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4839,KOSSUTH AVE,69, , , , ,893250.6,1035944
18-052708,2018-11,11/04/2018 06:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",8125,MICHIGAN AVE,2, , ,8125,MICHIGAN,887214.7,987638.4
18-052623,2018-11,11/04/2018 06:18,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,7339,GRAVOIS AVE,88,WALGREENS,@WALGREENS - GRAVOIS AND HAMPTON,7339,GRAVOIS,878828.2,994423.4
18-052624,2018-11,11/04/2018 07:09,Y, , ,1, , 31411,5,ROBBERY-HIGHWAY  /STRNGARM/INJURY/SUCCESS,0,KINGSBURY PL / UNION BLVD,47, , , , ,884814.1,1025696
18-053706,2018-11,11/04/2018 08:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",999,N 2ND ST,35,LUMIERE PLACE CASINO AND HOTELS, ,999,2ND,910439.8,1019433
18-053017,2018-11,11/04/2018 08:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5451,ARSENAL ST,13, , ,5451,ARSENAL,882750.7,1009768
18-052633,2018-11,11/04/2018 09:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4923,REBER PL,13, , ,4923,REBER,886075.3,1010335
18-052857,2018-11,11/04/2018 09:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,426,BOWEN ST,1, , ,426,BOWEN,891647.3,992787.6
18-052668,2018-11,11/04/2018 09:24,Y, , ,1, , 52130,6,BURGLARY-BUSINESS/DAY/ATTEMPT FORCIBLE ENTRY,4938,NATURAL BRIDGE AVE,55,PX LIQUOR STORE, ,4938,NATURAL BRIDGE,891592.6,1034795
18-052636,2018-11,11/04/2018 09:29,Y, , ,1, , 52112,5,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,5112,NATURAL BRIDGE AVE,52, , ,5112,NATURAL BRIDGE,890462.8,1035550
18-052640,2018-11,11/04/2018 09:40,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4200,LINDELL BLVD,38,WALGREENS, ,4200,LINDELL,891989.3,1022016
18-052642,2018-11,11/04/2018 09:45,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4500,N BROADWAY,64, , ,4500,BROADWAY,905164,1033720
18-052638,2018-11,11/04/2018 09:52,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / S SPRING AVE,16, , , , ,892211.1,1003398
18-052648,2018-11,11/04/2018 09:55,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DELMAR BLVD / EASTGATE AVE,46, , , , ,877010.9,1027612
18-052690,2018-11,11/04/2018 10:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4107,RUSSELL BLVD,27, , ,4107,RUSSELL,891385.5,1012698
18-052772,2018-11,11/04/2018 10:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2101,S KINGSHIGHWAY BLVD,12, , ,2101,KINGSHIGHWAY,886486.8,1012735
18-052664,2018-11,11/04/2018 10:05,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",500,PINE ST,35,KIENER EAST GARAGE, ,500,PINE,908732.9,1017197
18-052646,2018-11,11/04/2018 10:22,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,1403,E DE SOTO AVE,66, ,1403 E DESOTO,1403,DE SOTO,903139.3,1034885
18-052663,2018-11,11/04/2018 10:30,Y, , ,1, ,175400,3,SEX OFFNS-SX MISCONDUCT/SECOND,2900,GRAVOIS AVE,25, , , , ,0,0
18-052700,2018-11,11/04/2018 10:44,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,3720,N KINGSHIGHWAY BLVD,69,WALGREENS, ,3720,KINGSHIGHWAY,891316,1035410
18-052652,2018-11,11/04/2018 10:51,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5322,BARTMER AVE,48, , ,5322,BARTMER,885189.3,1029583
18-052647,2018-11,11/04/2018 10:53,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,BIRCHER BLVD / UNION BLVD,71, , , , ,891444.2,1039774
18-052653,2018-11,11/04/2018 10:58,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,SAN FRANCISCO AVE / N TAYLOR A,69, , , , ,894841.9,1033691
18-052730,2018-11,11/04/2018 11:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5207,ALASKA AVE,1, ,APT B,5207,ALASKA,891919.1,996413.1
18-052660,2018-11,11/04/2018 11:22,Y, , ,1, ,175400,1,SEX OFFNS-SX MISCONDUCT/SECOND,5400,S COMPTON AVE,1, , ,5400,COMPTON,0,0
18-052737,2018-11,11/04/2018 11:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7412,GRAVOIS AVE,4, , ,7412,GRAVOIS,878554,993795
18-052665,2018-11,11/04/2018 11:40,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,904,S VANDEVENTER AVE,37, ,QUIKTRIP,904,VANDEVENTER,892624.1,1017847
18-053085,2018-11,11/04/2018 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1652,VERONICA AVE,73, , ,1652,VERONICA,892965.9,1050656
18-052675,2018-11,11/04/2018 13:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5214,ASHLAND AVE,52,RESIDENCE,LIVING ROOM,5214,ASHLAND,889152.6,1035069
18-052691,2018-11,11/04/2018 13:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,615,WASHINGTON AVE,35,NATIONAL BLUES MUSEUM, ,615,WASHINGTON,908824.3,1018657
18-052704,2018-11,11/04/2018 13:10,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,3720,N KINGSHIGHWAY BLVD,69,WALGREENS, ,3720,KINGSHIGHWAY,891316,1035410
18-052707,2018-11,11/04/2018 13:43,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,3720,N KINGSHIGHWAY BLVD,69,WALGREENS, ,3720,KINGSHIGHWAY,891316,1035410
18-052705,2018-11,11/04/2018 13:45,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,3720,N KINGSHIGHWAY BLVD,69,WALGREENS, ,3720,KINGSHIGHWAY,891316,1035410
18-052712,2018-11,11/04/2018 13:57,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,508,N THERESA AVE,77,FIELD HOUSE,FIELD HOUSE BAR,508,THERESA,897498,1021299
18-052736,2018-11,11/04/2018 14:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7422,GRAVOIS AVE,4, , ,7422,GRAVOIS,878508.2,993755.2
18-053664,2018-11,11/04/2018 14:00,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,3720,N KINGSHIGHWAY BLVD,69, , ,3720,KINGSHIGHWAY,891316,1035410
18-053125,2018-11,11/04/2018 14:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8405,N BROADWAY,35, , ,845,BROADWAY,897190.4,1049362
18-052688,2018-11,11/04/2018 14:20,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,4314,N GRAND BLVD,67, ,FAMILY DOLLAR,4314,GRAND,902522.3,1032298
18-052901,2018-11,11/04/2018 14:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3821,LINDELL BLVD,77,MOOLAH THEATER, ,2244,KINGSHIGHWAY,894761.8,1021662
18-052726,2018-11,11/04/2018 14:45,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 6TH ST / CHESTNUT ST,35, , , , ,908557.8,1017112
18-052702,2018-11,11/04/2018 15:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N KINGSHIGHWAY BLVD / SAINT LO,55, , ,919,JEFFERSON,890079.4,1033431
18-052766,2018-11,11/04/2018 15:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4487,MCPHERSON AVE,38, , ,4487,MCPHERSON,889925.6,1024359
18-052695,2018-11,11/04/2018 15:10,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2600,CHOUTEAU AVE,31,QUIKTRIP, ,2600,CHOUTEAU,900507.7,1015458
18-052699,2018-11,11/04/2018 15:35,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4949,NATURAL BRIDGE AVE,69,RALLYS - NATURAL BRIDGE, , , ,891626.6,1035076
18-052731,2018-11,11/04/2018 15:46,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,414,N BOYLE AVE,38, , ,414,BOYLE,891867.9,1023454
18-052895,2018-11,11/04/2018 16:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3141,LASALLE ST,31, , ,3141,LASALLE,897412.3,1016141
18-052773,2018-11,11/04/2018 16:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5565,LANSDOWNE AVE,7, , ,5565,LANSDOWNE,881082.4,1003473
18-052713,2018-11,11/04/2018 16:08,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,401,N SKINKER BLVD,46, , , , ,877207.4,1026148
18-052706,2018-11,11/04/2018 16:12,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5800,DEGIVERVILLE AVE,46, ,IN FRONT OF VICTIM S HOME,5800,DEGIVERVILLE,880292.3,1025798
18-052724,2018-11,11/04/2018 16:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4810,PENNSYLVANIA AVE,17, , ,4810,PENNSYLVANIA,895003.6,996080.8
18-052710,2018-11,11/04/2018 16:43,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,314,N BROADWAY,35, , ,314,BROADWAY,909160.7,1017621
18-052709,2018-11,11/04/2018 16:56,Y, , ,1, ,250000,4,LOITERING-BEGGING,290,CARR ST,35, ,LUMIERE PL/CARR, , ,910547.7,1019893
18-053001,2018-11,11/04/2018 17:00,Y, , ,1, , 52322,3,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,1500,S GRAND BLVD,31, , ,1500,GRAND,895003.3,1014854
18-052769,2018-11,11/04/2018 17:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4537,LOUISIANA AVE,16, , ,4537,LOUISIANA,892955.3,998649
18-052728,2018-11,11/04/2018 17:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4480,MARGARETTA AVE,69, ,APT 2E,4480,MARGARETTA,895121.8,1033989
18-052821,2018-11,11/04/2018 17:00,Y, , ,1, , 41015,1,ASSLT-AGGRAV-FIREARM-2ND-ADULT-DOMESTIC,5028,CHRISTY BLVD,5, , ,5028,CHRISTY,884187.7,1001175
18-054100,2018-11,11/04/2018 17:00,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4885,ANDERSON AVE,69, ,RESIDENCE,4885,ANDERSON,893488.4,1037291
18-054232,2018-11,11/04/2018 17:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5028,CHRISTY BLVD,5, , ,5028,CHRISTY,884187.7,1001175
18-052711,2018-11,11/04/2018 17:02,Y, , ,1, ,250000,4,LOITERING-BEGGING,400,COLE ST,62, , , , ,909780.6,1019712
18-052718,2018-11,11/04/2018 17:10,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1481,CLARA AVE,78, , , , ,883996.2,1032814
18-052720,2018-11,11/04/2018 17:15,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,3545,LINDELL BLVD,77, ,@SLU - WOOL CENTER,3545,LINDELL,896904.9,1020990
18-052721,2018-11,11/04/2018 17:25,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5228,WABADA AVE,52, , ,5228,WABADA,887756.2,1032546
18-053142,2018-11,11/04/2018 17:30,Y, , ,1, ,112020,4,FRAUD-CREDIT DEVICE/UNDER $150,0,NATURAL BRIDGE AVE / N SPRING,59, , , , ,900557.5,1029998
18-052716,2018-11,11/04/2018 17:35,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , , , ,910117.3,1019851
18-052719,2018-11,11/04/2018 17:42,Y, , ,1, ,250000,4,LOITERING-BEGGING,1110,WASHINGTON AVE,35, , , , ,907161.8,1018819
18-052734,2018-11,11/04/2018 18:20,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1711,MARCONI AVE,12, , ,1705,MARCONI,885404.7,1014669
18-052734,2018-11,11/04/2018 18:20,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1711,MARCONI AVE,12, , ,1705,MARCONI,885404.7,1014669
18-052734,2018-11,11/04/2018 18:20,Y, , ,1, , 41023,2,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,1711,MARCONI AVE,12, , ,1705,MARCONI,885404.7,1014669
18-052734,2018-11,11/04/2018 18:20,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1711,MARCONI AVE,12, , ,1705,MARCONI,885404.7,1014669
18-052809,2018-11,11/04/2018 18:45,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,8960,RIVERVIEW BLVD,74,SAVE A LOT, ,8960,RIVERVIEW,894481.3,1051455
18-052744,2018-11,11/04/2018 19:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,0,W FLORISSANT AVE / RIVERVIEW B,72, , , , ,891715.8,1046309
18-052776,2018-11,11/04/2018 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5015,RIDGE AVE,51, , ,5015,RIDGE,888048,1029939
18-052801,2018-11,11/04/2018 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5873,ETZEL AVE,48, , ,5873,ETZEL,880455.2,1030822
18-053007,2018-11,11/04/2018 19:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2739,HOWARD ST,59, , ,2739,HOWARD,901416.8,1024492
18-052735,2018-11,11/04/2018 19:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,10450,RIVERVIEW DR,75, ,@CHAIN OF ROCKS PLANT,10450,RIVERVIEW,908860.6,1064059
18-054093,2018-11,11/04/2018 19:27,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,4031,UTAH ST,15, , ,4031,UTAH,890406.3,1006872
18-052775,2018-11,11/04/2018 20:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5236,LOUGHBOROUGH AVE,6, , ,5236,LOUGHBOROUGH,880396,997273.4
18-052740,2018-11,11/04/2018 20:10,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,CALIFORNIA AVE / CHIPPEWA ST,16, ,SILV JEEP UM5R7J 1WM, , ,897056,1002682
